size,time,flops,add,mul
197,0.030530,12363387,8725234,3638153
198,0.030448,12541771,8815706,3726065
199,0.030759,12777788,8933516,3844272
200,0.032194,12726772,8932506,3794266
201,0.033035,12967573,9052706,3914867
202,0.034589,13153197,9146824,4006373
203,0.034614,13398830,9269438,4129392
204,0.032935,13491619,9322454,4169165
205,0.034731,13742132,9447506,4294626
206,0.034753,13935140,9545342,4389798
207,0.033295,14190581,9672856,4517725
208,0.032942,13939930,9637338,4302592
209,0.035575,14200347,9767338,4433009
210,0.034070,14400883,9868964,4531919
211,0.034750,14666324,10001474,4664850
212,0.033155,14765937,10058164,4707773
213,0.036924,15036450,10193208,4843242
214,0.037548,15244658,10298696,4945962
215,0.038257,15520291,10436298,5083993
216,0.037516,15455875,10430582,5025293
217,0.040445,15736676,10570766,5165910
218,0.036972,15952700,10680188,5272512
219,0.037301,16238717,10822978,5415739
220,0.037711,16345394,10883462,5461932
221,0.044001,16636675,11028882,5607793
222,0.043547,16860659,11142310,5718349
223,0.042881,17157252,11290384,5866868
224,0.041517,16707628,11396616,5311012
225,0.047077,17009581,11547368,5462213
226,0.045477,17241669,11664874,5576795
227,0.046176,17549030,11818328,5730702
228,0.046587,17663011,11882726,5780285
229,0.048983,17975828,12038906,5936922
230,0.047978,18216164,12160562,6055602
231,0.045116,18534485,12319492,6214993
232,0.045348,18455277,12308374,6146903
233,0.046894,18779150,12470078,6309072
234,0.050502,19027878,12595956,6431922
235,0.055050,19357351,12760458,6596893
236,0.051598,19478876,12828890,6649986
237,0.047322,19813997,12996214,6817783
238,0.054304,20071261,13126386,6944875
239,0.049579,20412078,13296556,7115522
240,0.055136,20041291,13215248,6826043
241,0.054628,20387852,13388288,6999564
242,0.054440,20653796,13522826,7130970
243,0.052843,21006149,13698760,7307389
244,0.051796,21135458,13771346,7364112
245,0.055934,21493651,13950198,7543453
246,0.055720,21768419,14089174,7679245
247,0.056914,22132500,14270968,7861532
248,0.055409,22037108,14253752,7783356
249,0.057252,22407125,14438512,7968613
250,0.060496,22690861,14581998,8108863
251,0.056128,23066862,14769748,8297114
252,0.054458,23204195,14846608,8357587
253,0.056248,23586228,15037372,8548856
254,0.059816,23879076,15185440,8693636
255,0.060526,24267189,15379242,8887947
256,0.052946,24077776,16548240,7529536
257,0.057107,24472017,16745104,7726913
258,0.063065,24774121,16897826,7876295
259,0.057631,25174538,17097776,8076762
260,0.056199,25320135,17179030,8141105
261,0.055311,25726776,17382090,8344686
262,0.058427,26038280,17539538,8498742
263,0.057017,26451193,17745732,8705461
264,0.061025,26338225,17721722,8616503
265,0.062345,26757458,17931074,8826384
266,0.061225,27078506,18093320,8985186
267,0.061605,27504107,18305854,9198253
268,0.064377,27658208,18391622,9266586
269,0.066040,28090225,18607362,9482863
270,0.070936,28420961,18774478,9646483
271,0.067323,28859442,18993448,9865994
272,0.067737,28346487,18855334,9491153
273,0.065916,28791480,19077558,9713922
274,0.066170,29132048,19249616,9882432
275,0.067154,29583601,19475118,10108483
276,0.065742,29746446,19565520,10180926
277,0.069057,30204607,19794324,10410283
278,0.072562,30555151,19971396,10583755
279,0.068644,31019968,20203526,10816442
280,0.067929,30888032,20172026,10716006
281,0.069464,31359553,20407506,10952047
282,0.069576,31720217,20589664,11130553
283,0.072093,32198490,20828518,11369972
284,0.077918,32370319,20923674,11446645
285,0.078518,32855392,21165926,11689466
286,0.076640,33226320,21353242,11873078
287,0.076453,33718241,21598916,12119325
288,0.075356,32696161,21519506,11176655
289,0.076134,33194978,21768626,11426352
290,0.082090,33576314,21961172,11615142
291,0.088683,34082075,22213762,11868313
292,0.083880,34263128,22313792,11949336
293,0.115144,34775881,22569876,12206005
294,0.089198,35167769,22767724,12400045
295,0.088163,35687562,23027326,12660236
296,0.086872,35535266,22987640,12547626
297,0.089703,36062147,23250784,12811363
298,0.083963,36464731,23454006,13010725
299,0.099010,36998748,23720716,13278032
300,0.092447,37189265,23825740,13363525
301,0.094236,37730466,24096040,13634426
302,0.093924,38143890,24304708,13839182
303,0.095722,38692323,24578622,14113701
304,0.086472,38015168,24372686,13642482
305,0.085763,38570881,24650238,13920643
306,0.091922,38995289,24864424,14130865
307,0.100713,39558330,25145638,14412692
308,0.097210,39758551,25255776,14502775
309,0.094967,40328968,25540676,14788292
310,0.095142,40764504,25760452,15004052
311,0.097943,41342345,26049062,15293283
312,0.094109,41168297,26000494,15167803
313,0.102842,41753610,26292838,15460772
314,0.102743,42200418,26518276,15682142
315,0.111207,42793251,26814378,15978873
316,0.108912,43003416,26929750,16073666
317,0.100539,43603817,27229634,16374183
318,0.106182,44062041,27460806,16601235
319,0.104936,44670058,27764496,16905562
320,0.103683,43503975,28797850,14706125
321,0.102260,44119656,29105370,15014286
322,0.098934,44589440,29342348,15247092
323,0.111671,45212833,29653722,15559111
324,0.108107,45433182,29774448,15658734
325,0.097538,46064335,30089700,15974635
326,0.107637,46545823,30332556,16213267
327,0.111188,47184784,30651710,16533074
328,0.108116,46987592,30593564,16394028
329,0.111762,47634409,30916644,16717765
330,0.105975,48127745,31165450,16962295
331,0.109448,48782466,31492480,17289986
332,0.115603,49013239,31618680,17394559
333,0.114446,49675912,31949684,17726228
334,0.119698,50181240,32204512,17976728
335,0.112754,50851913,32539514,18312399
336,0.118318,49988526,32254740,17733786
337,0.113865,50667247,32593764,18073483
338,0.114499,51184711,32854686,18330025
339,0.110884,51871528,33197756,18673772
340,0.115591,52112965,33329550,18783415
341,0.110795,52807926,33676690,19131236
342,0.114357,53337670,33943778,19393892
343,0.117789,54040823,34295012,19745811
344,0.117660,53819095,34226592,19592503
345,0.120287,54530488,34581944,19948544
346,0.125429,55072656,34855270,20217386
347,0.119372,55792337,35214764,20577573
348,0.124884,56044678,35352272,20692406
349,0.122290,56772695,35715932,21056763
350,0.122057,57327431,35995568,21331863
351,0.126735,58063832,36363418,21700414
352,0.120355,56265920,35996678,20269242
353,0.122851,57010753,36368742,20642011
354,0.125539,57578201,36654760,20923441
355,0.128425,58331514,37031062,21300452
356,0.125671,58594999,37174404,21420595
357,0.128147,59356840,37554968,21801872
358,0.129329,59937144,37847440,22089704
359,0.136163,60707561,38232290,22475271
360,0.128859,60459905,38152900,22307005
361,0.134288,61238946,38542060,22696886
362,0.135891,61832250,38841058,22991192
363,0.140184,62619963,39234552,23385411
364,0.143462,62894832,39383848,23510984
365,0.139909,63691265,39781700,23909565
366,0.142296,64297713,40087296,24210417
367,0.141647,65102914,40489530,24613384
368,0.137603,64031263,40114902,23916361
369,0.138202,64845280,40521542,24323738
370,0.137257,65465016,40833808,24631208
371,0.142020,66287897,41244878,25043019
372,0.142051,66574390,41400248,25174142
373,0.143710,67406183,41815772,25590411
374,0.149783,68039351,42134780,25904571
375,0.151837,68880104,42554782,26325322
376,0.154623,68605128,42463726,26141402
377,0.156181,69454889,42888230,26566659
378,0.156098,70101633,43214052,26887581
379,0.150483,70960450,43643082,27317368
380,0.154238,71258807,43804646,27454161
381,0.155898,72126728,44238226,27888502
382,0.155194,72787192,44570934,28216258
383,0.161913,73664265,45009088,28655177
384,0.168404,80646021,58410360,22235661
385,0.168564,81532294,58853112,22679182
386,0.166866,82206622,59192778,23013844
387,0.173442,83102143,59640152,23461991
388,0.175264,83412604,59808030,23604574
389,0.175898,84317421,60260050,24057371
390,0.186362,85005757,60606746,24399011
391,0.188718,85919918,61063436,24856482
392,0.182206,85616230,60960018,24656212
393,0.184332,86539783,61421402,25118381
394,0.188885,87242271,61775200,25467071
395,0.186331,88175264,62241302,25933962
396,0.191301,88498069,62415614,26082455
397,0.183113,89440550,62886458,26554092
398,0.187155,90157334,63247430,26909904
399,0.191433,91109351,63723040,27386311
400,0.189538,89807404,63247542,26559862
401,0.189520,90769005,63727942,27041063
402,0.196826,91500229,64096160,27404069
403,0.201595,92471462,64581374,27890088
404,0.194251,92806851,64762240,28044611
405,0.190568,93787764,65252292,28535472
406,0.195493,94533572,65627828,28905744
407,0.198022,95524213,66122742,29401471
408,0.194778,95190421,66006266,29184155
409,0.199252,96190838,66506066,29684772
410,0.201695,96951374,66888992,30062382
411,0.205956,97961615,67393702,30567913
412,0.204715,98309828,67581242,30728586
413,0.212023,99329941,68090886,31239055
414,0.213827,100105349,68481274,31624075
415,0.216252,101135382,68995876,32139506
416,0.217420,98358262,68240118,30118144
417,0.208890,99398263,68759702,30638561
418,0.203901,100188687,69157624,31031063
419,0.208573,101238704,69682214,31556490
420,0.209900,101599981,69876548,31723433
421,0.208525,102660062,70406168,32253894
422,0.220169,103465646,70811696,32653950
423,0.219068,104535839,71346370,33189469
424,0.225320,104170551,71216140,32954411
425,0.220366,105250904,71755892,33495012
426,0.220929,106071792,72169098,33902694
427,0.217227,107162353,72713952,34448401
428,0.227970,107536934,72915200,34621734
429,0.230573,108637751,73465180,35172571
430,0.231268,109474087,73886136,35587951
431,0.227396,110585208,74441266,36143942
432,0.220125,109030933,73853882,35177051
433,0.244416,110152406,74414186,35738220
434,0.244754,111004334,74842964,36161370
435,0.282543,112136207,75408466,36727741
436,0.246045,112524332,75616748,36907584
437,0.252273,113666653,76187472,37479181
438,0.265529,114534317,76624144,37910173
439,0.270013,115687134,77200114,38487020
440,0.275750,115288958,77055434,38233524
441,0.282515,116452319,77636674,38815645
442,0.265694,117335863,78081312,39254551
443,0.278766,118509816,78667846,39841970
444,0.278879,118911725,78883282,40028443
445,0.269659,120096318,79475134,40621184
446,0.280324,120995886,79927810,41068076
447,0.283784,122191167,80525004,41666163
448,0.261969,117856564,80679480,37177084
449,0.258881,119062581,81282040,37780541
450,0.259801,119978317,81742826,38235491
451,0.274000,121195118,82350776,38844342
452,0.263242,121611051,82573486,39037565
453,0.271525,122838684,83186850,39651834
454,0.295818,123770732,83655818,40114914
455,0.287661,125009245,84274620,40734625
456,0.277907,124576789,84114794,40461995
457,0.305021,125826230,84739058,41087172
458,0.304043,126774734,85216280,41558454
459,0.290992,128035151,85846030,42189121
460,0.305771,128465348,86076134,42389214
461,0.286575,129736789,86711394,43025395
462,0.285426,130701893,87196942,43504951
463,0.306556,131984406,87837736,44146670
464,0.292599,130155771,87127450,43028321
465,0.300316,131449404,87773802,43675602
466,0.313589,132431252,88267748,44163504
467,0.313430,133736053,88919682,44816371
468,0.316250,134180754,89157300,45023454
469,0.302857,135496771,89814840,45681931
470,0.322038,136495507,90317256,46178251
471,0.325528,137822788,90980426,46842362
472,0.317511,137354660,90804758,46549902
473,0.324887,138693253,91473582,47219671
474,0.326473,139709021,91984540,47724481
475,0.332517,141058974,92659042,48399932
476,0.339817,141518419,92904294,48614125
477,0.307235,142879780,93584498,49295282
478,0.337025,143912724,94104070,49808654
479,0.356567,145285541,94790000,50495541
480,0.331579,141325837,93543536,47782301
481,0.320670,142710158,94235216,48474942
482,0.322900,143760422,94763474,48996948
483,0.334439,145156295,95460928,49695367
484,0.340915,145630724,95713934,49916790
485,0.332726,147038197,96417186,50621011
486,0.338967,148105925,96954202,51151723
487,0.348315,149525046,97663276,51861770
488,0.346696,149019854,97471070,51548784
489,0.363001,150450671,98185990,52264681
490,0.352056,151536007,98731836,52804171
491,0.349588,152978568,99452626,53525942
492,0.340663,153468221,99713506,53754715
493,0.357149,154922574,100440190,54482384
494,0.355393,156025662,100994938,55030724
495,0.349789,157491855,101727540,55764315
496,0.361179,155366828,100883336,54483492
497,0.358877,156844909,101621880,55223029
498,0.362673,157965893,102185602,55780291
499,0.358847,159455910,102930112,56525798
500,0.364012,159961027,103198986,56762041
501,0.365853,161463028,103949486,57513542
502,0.370402,162602052,104522254,58079798
503,0.382357,164116085,105278768,58837317
504,0.369753,163572437,105069328,58503109
505,0.377189,165098550,105831880,59266670
506,0.390889,166255758,106413766,59841992
507,0.392569,167793999,107182380,60611619
508,0.376083,168314820,107459368,60855452
509,0.415667,169865237,108234068,61631169
510,0.385682,171040773,108825144,62215629
511,0.399670,172603414,109605954,62997460
512,0.374380,169724080,117017328,52706752
513,0.365226,171298993,117804272,53494721
514,0.352902,172493001,118404610,54088391
515,0.359994,174080234,119197712,54882522
516,0.383514,174616999,119482934,55134065
517,0.359818,176216600,120282218,55934382
518,0.363118,177429224,120891890,56537334
519,0.365332,179041241,121697380,57343861
520,0.360137,178457745,121470010,56987735
521,0.367334,180082226,122281730,57800496
522,0.395956,181313610,122900808,58412802
523,0.363737,182950603,123718782,59231821
524,0.384357,183503552,124012358,59491194
525,0.392025,185153105,124836610,60316495
526,0.373132,186403393,125465166,60938227
527,0.385578,188065554,126295720,61769834
528,0.384255,185622103,125306582,60315521
529,0.373055,187296920,126143462,61153458
530,0.381641,188566256,126781568,61784688
531,0.384930,190253777,127624798,62628979
532,0.380587,190823150,127926848,62896302
533,0.399030,192523423,128776452,63746971
534,0.402013,193811951,129424180,64387771
535,0.388707,195525024,130280182,65244842
536,0.399696,194900288,130034186,64866102
537,0.405526,196626209,130896610,65729599
538,0.409773,197934073,131554032,66380041
539,0.417697,199672890,132422902,67249988
540,0.418900,200258927,132733546,67525381
541,0.415955,202010688,133608886,68401802
542,0.417788,203338032,134276074,69061958
543,0.423188,205102785,135157908,69944877
544,0.414733,199757121,133319050,66438071
545,0.391104,201534914,134207402,67327512
546,0.409708,202881882,134884428,67997454
547,0.421446,204672763,135779322,68893441
548,0.430166,205275704,136098680,69177024
549,0.440914,207079721,137000140,70079581
550,0.430840,208446457,137687076,70759381
551,0.422337,210263658,138595126,71668532
552,0.445052,209596290,138329808,71266482
553,0.423213,211426723,139244472,72182251
554,0.419614,212813371,139941390,72871981
555,0.434599,214657084,140862692,73794392
556,0.437566,215277169,141190884,74086285
557,0.455890,217134210,142118848,75015362
558,0.447736,218540914,142825820,75715094
559,0.455608,220411331,143760470,76650861
560,0.439867,217627424,142615382,75012042
561,0.447403,219511265,143556742,75954523
562,0.454747,220938169,144273840,76664329
563,0.459512,222835482,145221934,77613548
564,0.455170,223472951,145559080,77913871
565,0.461430,225383784,146513932,78869852
566,0.473178,226831032,147241228,79589804
567,0.483771,228755433,148202862,80552571
568,0.470768,228044041,147917526,80126515
569,0.470231,229982058,148885966,81096092
570,0.481083,231449794,149623532,81826262
571,0.503077,233401475,150598802,82802673
572,0.486783,234056568,150945022,83111546
573,0.478900,236021961,151927146,84094815
574,0.493945,237510329,152675054,84835275
575,0.492572,239489482,153664056,85825426
576,0.464514,230366119,152129534,78236585
577,0.472712,232359080,153125438,79233642
578,0.485041,233868224,153883760,79984464
579,0.481856,235875041,154886590,80988451
580,0.477639,236547998,155242004,81305994
581,0.488689,238568719,156251784,82316935
582,0.475765,240098783,157020592,83078191
583,0.499063,242133456,158037346,84096110
584,0.480252,241376648,157731296,83645352
585,0.484167,243425321,158755048,84670273
586,0.495512,244976449,159534414,85442035
587,0.528800,247039170,160565188,86473982
588,0.497213,247730231,160929916,86800315
589,0.496998,249807048,161967736,87839312
590,0.520132,251379384,162757732,88621652
591,0.510586,253470345,163802622,89667723
592,0.498333,250323950,162490568,87833382
593,0.518705,252429103,163542552,88886551
594,0.509167,254022791,164343250,89679541
595,0.517361,256142184,165402352,90739832
596,0.514275,256851589,165776514,91075075
597,0.518438,258985270,166842758,92142512
598,0.513249,260600454,167654230,92946224
599,0.525059,262748471,168727640,94020831
600,0.538320,261944855,168400180,93544675
601,0.546404,264107256,169480780,94626476
602,0.571378,265744080,170303098,95440982
603,0.557457,267920913,171390912,96530001
604,0.562262,268648902,171774628,96874274
605,0.564193,270840215,172869680,97970535
606,0.569142,272498823,173702916,98795907
607,0.583528,274704664,174805230,99899434
608,0.550423,267769664,172272290,95497374
609,0.578852,269990081,173381890,96608191
610,0.587139,271670617,174226116,97444501
611,0.589593,273905658,175343026,98562632
612,0.595530,274652471,175736416,98916055
613,0.605374,276902184,176860660,100041524
614,0.595702,278604792,177715948,100888844
615,0.619267,280869225,178847550,102021675
616,0.604257,280017409,178497984,101519425
617,0.591727,282296610,179636968,102659642
618,0.612133,284021434,180503390,103518044
619,0.614185,286315451,181649780,104665671
620,0.617159,287081328,182052964,105028364
621,0.617410,289390209,183206784,106183425
622,0.634786,291137393,184084412,107052981
623,0.647920,293461186,185245686,108215500
624,0.605943,289930271,183755650,106174621
625,0.630225,292269024,184924402,107344622
626,0.622261,294038712,185813308,108225404
627,0.639392,296392473,186989562,109402911
628,0.642019,297177654,187402660,109774994
629,0.632175,299546471,188586440,110960031
630,0.643386,301338807,189486696,111852111
631,0.660663,303722728,190678026,113044702
632,0.655636,302821320,190305658,112515662
633,0.662105,305220393,191504562,113715831
634,0.675345,307035521,192416240,114619281
635,0.667078,309449794,193622742,115827052
636,0.660926,310254519,194045874,116208645
637,0.674454,312684040,195259998,117424042
638,0.659504,314522104,196183170,118338934
639,0.655924,316966921,197404940,119561981
640,0.614764,306371025,203428150,102942875
641,0.644937,308831186,204657590,104173596
642,0.653853,310692330,205592328,105100002
643,0.635805,313167883,206829462,106338421
644,0.631789,313992392,207262748,106729644
645,0.652689,316483385,208507600,107975785
646,0.682825,318367753,209453976,108913777
647,0.651995,320874234,210706570,110167664
648,0.664873,319921842,210310704,109611138
649,0.666838,322443859,211571064,110872795
650,0.669667,324351595,212529150,111822445
651,0.685396,326889196,213797300,113091896
652,0.671596,327733729,214240860,113492869
653,0.689064,330286962,215516824,114770138
654,0.684931,332218210,216486692,115731518
655,0.711745,334787123,217770494,117016629
656,0.658790,330849656,216091460,114758196
657,0.693156,333434297,217383124,116051173
658,0.684366,335389201,218364846,117024355
659,0.721285,337989618,219664396,118325222
660,0.678907,338854415,220118350,118736065
661,0.705132,341470656,221425810,120044846
662,0.726452,343449360,222419458,121029902
663,0.750922,346081473,223734852,122346621
664,0.736230,345076705,223314792,121761913
665,0.760572,347724738,224638144,123086594
666,0.724242,349727386,225643790,124083596
667,0.750430,352391387,226975124,125416263
668,0.750842,353276688,227439592,125837096
669,0.738197,355956705,228778932,127177773
670,0.752451,357983441,229796648,128186793
671,0.741803,360679522,231144018,129535504
672,0.717447,351951810,227815308,124136502
673,0.726848,354664003,229170732,125493271
674,0.717640,356714971,230200590,126514381
675,0.735417,359443324,231564092,127879232
676,0.747397,360349369,232039194,128310175
677,0.730541,363093930,233410798,129683132
678,0.762163,365169274,234452870,130716404
679,0.777602,367930091,235832600,132097491
680,0.777514,366871555,235387650,131483905
681,0.763316,369648676,236775530,132873146
682,0.756109,371748540,237829888,133918652
683,0.772448,374542013,239225942,135316071
684,0.760617,375469042,239711798,135757244
685,0.785069,378278915,241116050,137162865
686,0.772528,380403443,242182766,138220677
687,0.816844,383229764,243595240,139634524
688,0.764342,378863713,241716192,137147521
689,0.808426,381706530,243136912,138569618
690,0.874048,383855866,244216058,139639808
691,0.783375,386715227,245645048,141070179
692,0.786929,387663480,246141778,141521702
693,0.789392,390539433,247579062,142960371
694,0.801931,392713721,248670710,144043011
695,0.821913,395606314,250116312,145490002
696,0.809054,394492618,249645776,144846842
697,0.808374,397401899,251099720,146302179
698,0.837683,399601283,252203942,147397341
699,0.829036,402527300,253666252,148861048
700,0.867020,403497017,254173976,149323041
701,0.873512,406439818,255644676,150795142
702,0.874446,408664442,256761544,151902898
703,0.880580,411624075,258240658,153383417
704,0.787955,396091712,254207018,141884694
705,0.799891,399068225,255694570,143373655
706,0.817706,401318233,256824156,144494077
707,0.840791,404311674,258320170,145991504
708,0.832938,405303095,258839008,146464087
709,0.845083,408313512,260343508,147970004
710,0.855480,410589048,261485884,149103164
711,0.841944,413616489,262998894,150617595
712,0.842537,412446241,262502076,149944165
713,0.850127,415490754,264023620,151467134
714,0.836328,417791962,265178858,152613104
715,0.853317,420853595,266708960,154144635
716,0.836489,421866960,267239032,154627928
717,0.873038,424945761,268777716,156168045
718,0.868444,427272785,269945888,157326897
719,0.894034,430368802,271493178,158875624
720,0.893425,425552135,269403100,156149035
721,0.889011,428665416,270959020,157706396
722,0.882636,431018400,272140198,158878202
723,0.899717,434148993,273704772,160444221
724,0.895681,435184542,274246198,160938344
725,0.907922,438332495,275819450,162513045
726,0.919975,440711583,277013706,163697877
727,0.918900,443876944,278595660,165281284
728,0.906582,442648752,278071864,164576888
729,0.929461,445831569,279662544,166169025
730,0.919741,448236905,280869950,167366955
731,0.920125,451437226,282469380,168967846
732,0.932568,452495199,283022280,169472919
733,0.940957,455713072,284630484,171082588
734,0.932336,458144800,285851112,172293688
735,0.965412,461380273,287468114,173912159
736,0.945286,450656473,283241946,167414527
737,0.919404,453909594,284867770,169041824
738,0.930545,456367858,286101692,170266166
739,0.926243,459638675,287736362,171902313
740,0.937137,460719312,288300856,172418456
741,0.926696,464007873,289944396,174063477
742,0.931055,466492817,291191684,175301133
743,0.983484,469799170,292844118,176955052
744,0.946954,468511642,292292648,176218994
745,0.971167,471835835,293954000,177881835
746,0.972540,474347603,295214726,179132877
747,1.006005,477689684,296885020,180804664
748,0.952858,478793225,297461228,181331997
749,1.056822,482153242,299140488,183012754
750,0.984970,484691978,300414724,184277254
751,1.007802,488069979,302102974,185967005
752,0.990956,482780664,299790850,182989814
